0708	LING_2 QI_1 LING_2 BA_1
2180	ER_4 QIAN_1 YI_1 BAI_3 BA_1 SHI_2;ER_4 QIAN_1 YI_4 BAI_3 BA_1 SHI_2;ER_4 YAO_1 BA_1 LING_2;ER_4 YI_1 BA_1 LING_2;ER_4 YI_4 BA_1 LING_2
2200	ER_4 ER_4 LING_2 LING_2;ER_4 QIAN_1 ER_4 BAI_3
2300	ER_4 QIAN_1 SAN_1 BAI_3;ER_4 SAN_1 LING_2 LING_2
2314	ER_4 QIAN_1 SAN_1 BAI_3 YI_1 SHI_2 SI_4;ER_4 QIAN_1 SAN_1 BAI_3 YI_4 SHI_2 SI_4;ER_4 SAN_1 YAO_1 SI_4;ER_4 SAN_1 YI_1 SI_4;ER_4 SAN_1 YI_4 SI_4
2400	ER_4 QIAN_1 SI_4 BAI_3;ER_4 SI_4 LING_2 LING_2
2500	ER_4 QIAN_1 WU_3 BAI_3;ER_4 WU_3 LING_2 LING_2
2700	ER_4 QIAN_1 QI_1 BAI_3;ER_4 QI_1 LING_2 LING_2
2879	ER_4 BA_1 QI_1 JIU_3;ER_4 QIAN_1 BA_1 BAI_3 QI_1 SHI_2 JIU_3
2	ER_4
3008	SAN_1 LING_2 LING_2 BA_1;SAN_1 QIAN_1 LING_2 BA_1
3013	SAN_1 LING_2 YAO_1 SAN_1;SAN_1 LING_2 YI_1 SAN_1;SAN_1 LING_2 YI_4 SAN_1;SAN_1 QIAN_1 LING_2 YI_1 SHI_2 SAN_1;SAN_1 QIAN_1 LING_2 YI_4 SHI_2 SAN_1
3100	SAN_1 QIAN_1 YI_1 BAI_3;SAN_1 QIAN_1 YI_4 BAI_3;SAN_1 YAO_1 LING_2 LING_2;SAN_1 YI_1 LING_2 LING_2;SAN_1 YI_4 LING_2 LING_2
3333	SAN_1 SAN_1 SAN_1 SAN_1
3500	SAN_1 QIAN_1 WU_3 BAI_3;SAN_1 WU_3 LING_2 LING_2
3980	SAN_1 JIU_3 BA_1 LING_2;SAN_1 QIAN_1 JIU_3 BAI_3 BA_1 SHI_2
3	SAN_1
4000	SI_4 LING_2 LING_2 LING_2;SI_4 QIAN_1
4200	SI_4 ER_4 LING_2 LING_2;SI_4 QIAN_1 ER_4 BAI_3
4300	SI_4 QIAN_1 SAN_1 BAI_3;SI_4 SAN_1 LING_2 LING_2
4444	SI_4 SI_4 SI_4 SI_4
4500	SI_4 QIAN_1 WU_3 BAI_3;SI_4 WU_3 LING_2 LING_2
4	SI_4
5000	WU_3 LING_2 LING_2 LING_2;WU_3 QIAN_1
5008	WU_3 LING_2 LING_2 BA_1;WU_3 QIAN_1 LING_2 BA_1
5050	WU_3 LING_2 WU_3 LING_2;WU_3 QIAN_1 LING_2 WU_3 SHI_2
5100	WU_3 QIAN_1 YI_1 BAI_3;WU_3 QIAN_1 YI_4 BAI_3;WU_3 YAO_1 LING_2 LING_2;WU_3 YI_1 LING_2 LING_2;WU_3 YI_4 LING_2 LING_2
5200	WU_3 ER_4 LING_2 LING_2;WU_3 QIAN_1 ER_4 BAI_3
5233	WU_3 ER_4 SAN_1 SAN_1;WU_3 QIAN_1 ER_4 BAI_3 SAN_1 SHI_2 SAN_1
5500	WU_3 QIAN_1 WU_3 BAI_3;WU_3 WU_3 LING_2 LING_2
5555	WU_3 WU_3 WU_3 WU_3
5566	WU_3 WU_3 LIU_4 LIU_4
5800	WU_3 BA_1 LING_2 LING_2;WU_3 QIAN_1 BA_1 BAI_3
5879	WU_3 BA_1 QI_1 JIU_3;WU_3 QIAN_1 BA_1 BAI_3 QI_1 SHI_2 JIU_3
5	WU_3
600000	LIU_4 LING_2 LING_2 LING_2 LING_2 LING_2
6100	LIU_4 QIAN_1 YI_1 BAI_3;LIU_4 QIAN_1 YI_4 BAI_3;LIU_4 YAO_1 LING_2 LING_2;LIU_4 YI_1 LING_2 LING_2;LIU_4 YI_4 LING_2 LING_2
6300	LIU_4 QIAN_1 SAN_1 BAI_3;LIU_4 SAN_1 LING_2 LING_2
6363	LIU_4 QIAN_1 SAN_1 BAI_3 LIU_4 SHI_2 SAN_1;LIU_4 SAN_1 LIU_4 SAN_1
6400	LIU_4 QIAN_1 SI_4 BAI_3;LIU_4 SI_4 LING_2 LING_2
6666	LIU_4 LIU_4 LIU_4 LIU_4
6688	LIU_4 LIU_4 BA_1 BA_1;LIU_4 QIAN_1 LIU_4 BAI_3 BA_1 SHI_2 BA_1
6700	LIU_4 QIAN_1 QI_1 BAI_3;LIU_4 QI_1 LING_2 LING_2
